series_id,num_points,num_anomaly_points,num_true_event_windows,num_pred_event_windows,auprc,point_precision,point_recall,point_f1,point_auroc,point_auprc,event_precision,event_recall,event_f1,false_positive_event_count,event_count_true,event_count_pred,method,donor_policy,synthesis_method,labeled_fraction
domain_c/series_011,120,73,9,6,0.9957390134089528,1.0,0.8767123287671232,0.9343065693430657,0.9934421451471874,0.9957390134089528,1.0,0.6666666666666666,0.8,0.0,9.0,6.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_014,120,65,10,8,0.989458892167125,1.0,0.8153846153846154,0.8983050847457628,0.9855944055944056,0.989458892167125,1.0,0.8,0.888888888888889,0.0,10.0,8.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_017,120,67,10,7,0.9908314857440024,1.0,0.8955223880597015,0.9448818897637795,0.9850746268656716,0.9908314857440024,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_020,120,64,10,8,0.9997596153846153,1.0,0.984375,0.9921259842519685,0.9997209821428571,0.9997596153846153,1.0,0.8,0.888888888888889,0.0,10.0,8.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_023,120,62,8,6,0.9938412721622434,0.9811320754716981,0.8387096774193549,0.9043478260869565,0.9933259176863182,0.9938412721622434,1.0,0.75,0.8571428571428571,0.0,8.0,6.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_026,120,67,8,7,0.9975250742896494,1.0,0.8507462686567164,0.9193548387096774,0.9969022810475923,0.9975250742896494,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_029,120,66,9,6,0.9887386114304385,0.95,0.8636363636363636,0.9047619047619048,0.9861111111111112,0.9887386114304385,1.0,0.6666666666666666,0.8,0.0,9.0,6.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_002,120,61,9,8,0.9747267748332968,0.9473684210526315,0.8852459016393442,0.9152542372881356,0.9738816337871631,0.9747267748332968,1.0,0.8888888888888888,0.9411764705882353,0.0,9.0,8.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_005,120,62,10,8,0.9907459618158002,0.9655172413793104,0.9032258064516129,0.9333333333333333,0.9897107897664071,0.9907459618158002,1.0,0.8,0.888888888888889,0.0,10.0,8.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_008,120,68,10,6,0.9965705836325139,0.9285714285714286,0.9558823529411765,0.9420289855072463,0.9951923076923076,0.9965705836325139,1.0,0.6,0.7499999999999999,0.0,10.0,6.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_011,120,73,9,5,0.994705062740477,0.9852941176470589,0.9178082191780822,0.950354609929078,0.9919848440687846,0.994705062740477,1.0,0.5555555555555556,0.7142857142857143,0.0,9.0,5.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_014,120,65,10,7,0.9879228266253062,0.9830508474576272,0.8923076923076924,0.9354838709677419,0.9841958041958042,0.9879228266253062,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_017,120,67,10,7,0.9915576857811537,0.9836065573770492,0.8955223880597015,0.9375,0.9870459025626583,0.9915576857811537,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_020,120,64,10,8,1.0,1.0,0.984375,0.9921259842519685,1.0,1.0,1.0,0.8,0.888888888888889,0.0,10.0,8.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_023,120,62,8,6,0.9947913531400747,0.9830508474576272,0.9354838709677419,0.9586776859504132,0.9938820912124583,0.9947913531400747,1.0,0.75,0.8571428571428571,0.0,8.0,6.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_026,120,67,8,7,0.9982556487423457,1.0,0.9402985074626866,0.9692307692307692,0.997747113489158,0.9982556487423457,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
domain_c/series_029,120,66,9,5,0.9782345962040557,0.9242424242424242,0.9242424242424242,0.9242424242424242,0.9754489337822672,0.9782345962040557,1.0,0.5555555555555556,0.7142857142857143,0.0,9.0,5.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
