candidate_id,method,labeled_fraction,target_series_id,source_series_id,target_start,target_end,target_length,target_dataset,source_dataset,same_dataset,donor_policy,synthesis_method,filter_method,compatibility_enabled,compatibility_score,shape_similarity,amplitude_compatibility,duration_compatibility,context_similarity,frequency_similarity,trend_similarity,compatibility_decision,compatibility_rejection_reason,donor_similarity,reconstruction_consistency,donor_agreement,filter_amplitude_compatibility,final_confidence,calibration_method,scale,shift,boundary_continuity_error,accepted,rejection_reason,rejection_stage,donor_series_ids,donor_starts,donor_ends,donor_lengths,donor_similarity_mean,donor_similarity_min,donor_similarity_max
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:3587:3591:candidate:IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,3587,3591,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:3587:3591:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,3587,3591,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.9101234273205403,0.7295815125646409,0.9451701179321379,0.12038608493651042,0.6875498572733899,none,1.0,0.0,,True,,kept,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251|IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,2278|5728|4969,2281|5771|4972,3|43|3,0.9101234273205403,0.8156178246440823,0.976253855660135
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:3768:3771:candidate:IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,3768,3771,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:3768:3771:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,3768,3771,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:3768:3771:candidate:IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,3768,3771,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:3768:3771:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,3768,3771,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.9357146088506281,0.5007271081084917,0.9451701179321379,0.16267352716798078,0.6441070144084812,none,1.0,0.0,,True,,kept,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251|IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,2278|5728|4969,2281|5771|4972,3|43|3,0.9357146088506281,0.892825111420683,0.9986824586026776
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:6942:6952:candidate:IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,6942,6952,10,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:6942:6952:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,6942,6952,10,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:6942:6952:candidate:IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,6942,6952,10,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:6942:6952:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,6942,6952,10,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.8834774675229776,0.9008234463683846,0.8146299333410779,0.15695758253370956,0.7035374240011653,none,1.0,0.0,,True,,kept,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d|IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,5728|2037|2278,5771|2063|2281,43|26|3,0.8834774675229776,0.8446569233024213,0.9193864403767457
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:7919:7923:candidate:IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,7919,7923,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:7919:7923:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,7919,7923,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:7919:7923:candidate:IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,7919,7923,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:7919:7923:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,7919,7923,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.9219251873007708,0.630212532662135,0.8146299333410779,0.15876485034384494,0.6411424774993608,none,1.0,0.0,,True,,kept,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251|IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,2278|5728|2037,2281|5771|2063,3|43|26,0.9219251873007708,0.8394026722288424,0.9729677572692487
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:8507:8511:candidate:IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,8507,8511,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:8507:8511:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,8507,8511,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:8507:8511:candidate:IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,8507,8511,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:8507:8511:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,8507,8511,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.9174882525080307,0.630212532662135,0.8146299333410779,0.13953161127962946,0.6357795508842145,none,1.0,0.0,,True,,kept,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251|IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,5728|2278|2037,5771|2281|2063,43|3|26,0.9174882525080307,0.885265054615311,0.9508333746008578
IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:1256:1259:candidate:IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,1256,1259,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:1256:1259:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,1256,1259,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:1256:1259:candidate:IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,1256,1259,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:1256:1259:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,1256,1259,3,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.8677327900389568,0.9999866995700748,0.9834463312132087,0.27471634750791546,0.7980039433276693,none,1.0,0.0,,True,,kept,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d|IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251|IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,4969|6044|5181,4972|6047|5183,3|3|2,0.8677327900389568,0.7796482599559611,0.9729252217974788
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:1597:1644:candidate:IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,1597,1644,47,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:1597:1644:candidate:IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,1597,1644,47,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:1597:1644:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,1597,1644,47,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:1597:1644:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,1597,1644,47,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.713424508059194,0.9965888990969746,0.7132631294326875,0.004717924148465362,0.6428205516769311,none,1.0,0.0,,True,,kept,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea|IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,1595|5728|2278,1643|5771|2281,48|43|3,0.713424508059194,0.48994469283642533,0.9606772296217433
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:6166:6170:candidate:IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea,6166,6170,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:6166:6170:candidate:IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,6166,6170,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:6166:6170:candidate:IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,6166,6170,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d:6166:6170:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,IOPS/KPI-e0747cad-8dc8-38a9-a9ab-855b61f5551d,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd,6166,6170,4,IOPS,IOPS,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,0.9017326769437496,0.992005523111688,0.9713058306483542,0.06498863116921576,0.7447915808502832,none,1.0,0.0,,True,,kept,IOPS/KPI-54350a12-7a9d-3ca8-b81f-f886b9d156fd|IOPS/KPI-301c70d8-1630-35ac-8f96-bc1b6f4359ea|IOPS/KPI-c02607e8-7399-3dde-9d28-8a8da5e5d251,1256|5181|6044,1259|5183|6047,3|2|3,0.9017326769437496,0.8881467177330316,0.9288129186204069
MSL/M-7_col_0:940:1041:candidate:MSL/P-10_col_0:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,MSL/M-7_col_0,MSL/P-10_col_0,940,1041,101,MSL,MSL,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
MSL/M-7_col_0:940:1041:candidate:MSL/S-2_col_0:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,MSL/M-7_col_0,MSL/S-2_col_0,940,1041,101,MSL,MSL,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
MSL/M-7_col_0:940:1041:candidate:MSL/T-4_col_0:learned_prototype_event_time__same_dataset_only,learned_prototype_event_time__same_dataset_only,0.2,MSL/M-7_col_0,MSL/T-4_col_0,940,1041,101,MSL,MSL,True,same_dataset_only,learned_prototype_event_time,no_filter,False,,,,,,,,not_applied,,,,,,,,,,,True,,compatibility,,,,,,,
